site_id,site_name,receiving_watercourse,event_start,event_end,duration_hours
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:30:54+00:00,2025-01-04T22:33:55+00:00,0.0503
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-01-04T22:32:00+00:00,2025-01-04T22:34:00+00:00,0.0333
WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,2025-01-04T22:32:00+00:00,2025-01-05T00:30:00+00:00,1.9667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:34:19+00:00,2025-01-04T22:44:02+00:00,0.1619
WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,2025-01-04T22:35:00+00:00,2025-01-05T00:35:00+00:00,2.0
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-01-04T22:36:00+00:00,2025-01-04T22:38:00+00:00,0.0333
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-04T22:36:00+00:00,2025-01-04T22:38:00+00:00,0.0333
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),2025-01-04T22:37:00+00:00,2025-01-05T00:31:00+00:00,1.9
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T22:38:00+00:00,2025-01-04T22:47:00+00:00,0.15
WXW00609,BATH LADYMEAD HOUSE (R/O) WALCOT,RIVER AVON,2025-01-04T22:40:00+00:00,2025-01-04T23:52:00+00:00,1.2
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:44:24+00:00,2025-01-04T22:45:02+00:00,0.0106
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:45:26+00:00,2025-01-04T22:46:02+00:00,0.01
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:46:24+00:00,2025-01-04T22:47:02+00:00,0.0106
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:47:26+00:00,2025-01-04T22:48:02+00:00,0.01
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:48:24+00:00,2025-01-04T22:49:02+00:00,0.0106
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:49:26+00:00,2025-01-04T22:50:02+00:00,0.01
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:50:24+00:00,2025-01-04T22:51:02+00:00,0.0106
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:51:26+00:00,2025-01-04T22:52:02+00:00,0.01
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-01-04T22:52:00+00:00,2025-01-05T00:36:00+00:00,1.7333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:52:24+00:00,2025-01-04T22:53:01+00:00,0.0103
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:53:25+00:00,2025-01-04T22:54:01+00:00,0.01
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:54:23+00:00,2025-01-04T22:55:01+00:00,0.0106
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:55:25+00:00,2025-01-04T22:56:01+00:00,0.01
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T22:56:30+00:00,2025-01-04T23:06:04+00:00,0.1594
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T23:00:00+00:00,2025-01-04T23:06:00+00:00,0.1
WXW01260,WILLSBRIDGE ,RIVER AVON,2025-01-04T23:00:00+00:00,2025-01-05T20:00:00+00:00,21.0
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-04T23:03:00+00:00,2025-01-05T01:01:00+00:00,1.9667
WXW00952,SALTFORD O/S 46 HIGH STREET,RIVER AVON (VIA SWS),2025-01-04T23:04:00+00:00,2025-01-04T23:16:00+00:00,0.2
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:07:04+00:00,2025-01-04T23:07:22+00:00,0.005
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:08:41+00:00,2025-01-04T23:09:01+00:00,0.0056
WXW00707,MELKSHAM INLET,RIVER AVON,2025-01-04T23:10:00+00:00,2025-01-05T11:58:00+00:00,12.8
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:10:25+00:00,2025-01-04T23:10:41+00:00,0.0044
WXW00088,BRISTOL ASHTON AVENUE,RIVER AVON,2025-01-04T23:11:00+00:00,2025-01-05T00:26:00+00:00,1.25
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:12:00+00:00,2025-01-04T23:12:11+00:00,0.0031
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:13:40+00:00,2025-01-04T23:13:50+00:00,0.0028
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T23:14:00+00:00,2025-01-04T23:15:00+00:00,0.0167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:15:30+00:00,2025-01-04T23:15:39+00:00,0.0025
WXW00167,BATH BRASSMILL LANE OPP NO 22,RIVER AVON,2025-01-04T23:16:00+00:00,2025-01-05T00:02:00+00:00,0.7667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:17:29+00:00,2025-01-04T23:17:38+00:00,0.0025
WXW01150,BATH NORFOLK BUILDINGS,RIVER AVON,2025-01-04T23:18:00+00:00,2025-01-05T00:11:00+00:00,0.8833
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T23:19:00+00:00,2025-01-04T23:20:00+00:00,0.0167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:19:36+00:00,2025-01-04T23:19:46+00:00,0.0028
WXW00028,SALISBURY ENDLESS LANE/SCOTS LANE,RIVER AVON VIA SWS,2025-01-04T23:20:00+00:00,2025-01-04T23:25:00+00:00,0.0833
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:21:58+00:00,2025-01-04T23:22:07+00:00,0.0025
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T23:24:00+00:00,2025-01-04T23:26:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:24:34+00:00,2025-01-04T23:24:44+00:00,0.0028
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-04T23:26:00+00:00,2025-01-04T23:28:00+00:00,0.0333
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T23:27:00+00:00,2025-01-04T23:31:00+00:00,0.0667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:27:32+00:00,2025-01-04T23:27:40+00:00,0.0022
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-04T23:28:00+00:00,2025-01-04T23:30:00+00:00,0.0333
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-04T23:30:00+00:00,2025-01-04T23:34:00+00:00,0.0667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:31:06+00:00,2025-01-04T23:31:14+00:00,0.0022
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T23:32:00+00:00,2025-01-04T23:37:00+00:00,0.0833
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:35:17+00:00,2025-01-04T23:35:24+00:00,0.0019
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-04T23:36:00+00:00,2025-01-04T23:38:00+00:00,0.0333
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T23:38:00+00:00,2025-01-04T23:48:00+00:00,0.1667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:39:43+00:00,2025-01-04T23:39:50+00:00,0.0019
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-04T23:40:00+00:00,2025-01-04T23:42:00+00:00,0.0333
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-04T23:44:00+00:00,2025-01-04T23:50:00+00:00,0.1
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:44:19+00:00,2025-01-04T23:44:27+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:48:52+00:00,2025-01-04T23:48:59+00:00,0.0019
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T23:49:00+00:00,2025-01-04T23:53:00+00:00,0.0667
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-04T23:52:00+00:00,2025-01-04T23:54:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:53:23+00:00,2025-01-04T23:53:30+00:00,0.0019
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T23:54:00+00:00,2025-01-04T23:56:00+00:00,0.0333
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-04T23:56:00+00:00,2025-01-05T00:58:00+00:00,1.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-04T23:58:27+00:00,2025-01-04T23:58:34+00:00,0.0019
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-04T23:59:00+00:00,2025-01-05T00:00:00+00:00,0.0167
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-05T00:01:00+00:00,2025-01-05T00:14:00+00:00,0.2167
WXW00721,BATH MIDLAND ROAD TWERTON,RIVER AVON,2025-01-05T00:03:00+00:00,2025-01-05T06:02:00+00:00,5.9833
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T00:03:48+00:00,2025-01-05T00:03:55+00:00,0.0019
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T00:10:05+00:00,2025-01-05T00:10:13+00:00,0.0022
WXW00028,SALISBURY ENDLESS LANE/SCOTS LANE,RIVER AVON VIA SWS,2025-01-05T00:15:00+00:00,2025-01-05T00:25:00+00:00,0.1667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T00:18:48+00:00,2025-01-05T00:18:55+00:00,0.0019
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-01-05T00:38:00+00:00,2025-01-05T00:40:00+00:00,0.0333
WXW00028,SALISBURY ENDLESS LANE/SCOTS LANE,RIVER AVON VIA SWS,2025-01-05T00:45:00+00:00,2025-01-05T00:50:00+00:00,0.0833
WXW00088,BRISTOL ASHTON AVENUE,RIVER AVON,2025-01-05T00:53:00+00:00,2025-01-05T00:54:00+00:00,0.0167
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T01:02:00+00:00,2025-01-05T01:09:00+00:00,0.1167
WXW00088,BRISTOL ASHTON AVENUE,RIVER AVON,2025-01-05T01:03:00+00:00,2025-01-05T01:04:00+00:00,0.0167
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T01:12:00+00:00,2025-01-05T01:16:00+00:00,0.0667
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-05T01:16:00+00:00,2025-01-05T01:28:00+00:00,0.2
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T01:21:00+00:00,2025-01-05T01:23:00+00:00,0.0333
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T01:28:00+00:00,2025-01-05T01:31:00+00:00,0.05
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-01-05T01:30:00+00:00,2025-01-05T04:30:00+00:00,3.0
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-05T01:30:00+00:00,2025-01-05T08:02:00+00:00,6.5333
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T01:38:00+00:00,2025-01-05T01:39:00+00:00,0.0167
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T01:46:00+00:00,2025-01-05T01:48:00+00:00,0.0333
WXW00879,BRISTOL PORTWAY NEAR RAILWAY,RIVER AVON VIA SWS,2025-01-05T01:46:00+00:00,2025-01-05T02:42:00+00:00,0.9333
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-05T01:56:00+00:00,2025-01-05T01:59:00+00:00,0.05
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),2025-01-05T01:59:00+00:00,2025-01-05T02:59:00+00:00,1.0
WXW00952,SALTFORD O/S 46 HIGH STREET,RIVER AVON (VIA SWS),2025-01-05T02:00:00+00:00,2025-01-05T02:24:00+00:00,0.4
WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,2025-01-05T02:00:00+00:00,2025-01-05T03:50:00+00:00,1.8333
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T02:02:00+00:00,2025-01-05T02:04:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:03:13+00:00,2025-01-05T02:03:21+00:00,0.0022
WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,2025-01-05T02:05:00+00:00,2025-01-05T03:15:00+00:00,1.1667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:05:51+00:00,2025-01-05T02:06:00+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:08:21+00:00,2025-01-05T02:08:31+00:00,0.0028
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T02:10:00+00:00,2025-01-05T02:12:00+00:00,0.0333
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-01-05T02:10:00+00:00,2025-01-05T03:22:00+00:00,1.2
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-05T02:10:00+00:00,2025-01-05T02:14:00+00:00,0.0667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:10:49+00:00,2025-01-05T02:10:59+00:00,0.0028
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:13:11+00:00,2025-01-05T02:13:21+00:00,0.0028
WXW00259,BATH WALCOT RIVER BANK END OF CHATHAM ROW,RIVER AVON,2025-01-05T02:14:00+00:00,2025-01-05T03:10:00+00:00,0.9333
WXW00730,BATHAMPTON MILL LANE,RIVER AVON,2025-01-05T02:14:00+00:00,2025-01-05T05:54:00+00:00,3.6667
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T02:15:00+00:00,2025-01-05T02:21:00+00:00,0.1
WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,2025-01-05T02:15:00+00:00,2025-01-05T02:40:00+00:00,0.4167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:15:29+00:00,2025-01-05T02:15:39+00:00,0.0028
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-01-05T02:16:00+00:00,2025-01-05T02:42:00+00:00,0.4333
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-05T02:16:00+00:00,2025-01-05T02:22:00+00:00,0.1
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-05T02:17:00+00:00,2025-01-05T02:19:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:17:52+00:00,2025-01-05T02:18:02+00:00,0.0028
WXW00591,KEYNSHAM STORM TANK,RIVER AVON,2025-01-05T02:18:00+00:00,2025-01-06T00:04:00+00:00,21.7667
WXW01239,BATH TECHNOLOGY HOUSE,RIVER AVON,2025-01-05T02:20:00+00:00,2025-01-05T04:30:00+00:00,2.1667
WXW00635,BATH KENSINGTON MEADOWS BUS DEPOT STORM TANK,RIVER AVON,2025-01-05T02:20:00+00:00,2025-01-05T16:30:00+00:00,14.1667
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-05T02:20:00+00:00,2025-01-05T02:21:00+00:00,0.0167
WXW00167,BATH BRASSMILL LANE OPP NO 22,RIVER AVON,2025-01-05T02:20:00+00:00,2025-01-05T03:16:00+00:00,0.9333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:20:21+00:00,2025-01-05T02:20:31+00:00,0.0028
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:22:58+00:00,2025-01-05T02:23:07+00:00,0.0025
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T02:24:00+00:00,2025-01-05T02:30:00+00:00,0.1
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-05T02:24:00+00:00,2025-01-05T02:25:00+00:00,0.0167
WXW00637,CHIPPENHAM 16 LONG CLOSE,RIVER AVON VIA SWS,2025-01-05T02:24:00+00:00,2025-01-05T03:02:00+00:00,0.6333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:25:36+00:00,2025-01-05T02:25:45+00:00,0.0025
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-05T02:26:00+00:00,2025-01-05T02:32:00+00:00,0.1
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-05T02:26:00+00:00,2025-01-05T02:28:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:28:24+00:00,2025-01-05T02:28:33+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:31:26+00:00,2025-01-05T02:31:34+00:00,0.0022
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T02:32:00+00:00,2025-01-05T05:57:00+00:00,3.4167
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-05T02:33:00+00:00,2025-01-05T02:36:00+00:00,0.05
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:35:06+00:00,2025-01-05T02:35:14+00:00,0.0022
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-05T02:36:00+00:00,2025-01-05T02:38:00+00:00,0.0333
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-01-05T02:37:00+00:00,2025-01-05T02:42:00+00:00,0.0833
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:39:40+00:00,2025-01-05T02:39:48+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:45:39+00:00,2025-01-05T02:45:47+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T02:53:52+00:00,2025-01-05T02:53:59+00:00,0.0019
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T03:09:01+00:00,2025-01-05T03:09:08+00:00,0.0019
WXW00278,CHIPPENHAM BLACKWELL HAMS STORM TANK,RIVER AVON,2025-01-05T03:24:00+00:00,2025-01-07T23:22:00+00:00,67.9667
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-01-05T03:24:00+00:00,2025-01-05T03:30:00+00:00,0.1
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T03:45:50+00:00,2025-01-05T03:45:57+00:00,0.0019
WXW15638,MANNINGFORD NO 4  PS PEWSEY,RIVER AVON,2025-01-05T04:10:00+00:00,2025-01-05T23:55:00+00:00,19.75
WXW01267,BATH WINDSOR COURT,RIVER AVON,2025-01-05T05:50:00+00:00,2025-01-07T03:40:00+00:00,45.8333
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T06:00:00+00:00,2025-01-05T06:05:00+00:00,0.0833
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T06:08:00+00:00,2025-01-05T06:14:00+00:00,0.1
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T06:11:26+00:00,2025-01-05T06:11:33+00:00,0.0019
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T06:15:00+00:00,2025-01-05T06:21:00+00:00,0.1
WXW00677,MALMESBURY STORM TANK,RIVER AVON,2025-01-05T06:19:00+00:00,2025-01-07T02:22:00+00:00,44.05
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T06:24:00+00:00,2025-01-05T06:30:00+00:00,0.1
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T06:31:00+00:00,2025-01-05T06:37:00+00:00,0.1
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T06:38:00+00:00,2025-01-05T06:45:00+00:00,0.1167
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T06:49:00+00:00,2025-01-05T06:52:00+00:00,0.05
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T06:56:00+00:00,2025-01-05T07:01:00+00:00,0.0833
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T07:04:00+00:00,2025-01-05T07:08:00+00:00,0.0667
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T07:12:00+00:00,2025-01-05T07:16:00+00:00,0.0667
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T07:20:00+00:00,2025-01-05T07:25:00+00:00,0.0833
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T07:27:00+00:00,2025-01-05T07:34:00+00:00,0.1167
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T07:35:00+00:00,2025-01-05T08:22:00+00:00,0.7833
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-05T08:04:00+00:00,2025-01-05T08:06:00+00:00,0.0333
WXW00686,BRADFORD-ON-AVON MARKET ST JUNCTION WITH CHURCH ST,RIVER AVON (VIA SWS),2025-01-05T08:05:00+00:00,2025-01-05T10:45:00+00:00,2.6667
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-05T08:10:00+00:00,2025-01-05T13:58:00+00:00,5.8
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:15:11+00:00,2025-01-05T08:15:19+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:18:28+00:00,2025-01-05T08:18:37+00:00,0.0025
WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,2025-01-05T08:20:00+00:00,2025-01-05T09:08:00+00:00,0.8
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:21:45+00:00,2025-01-05T08:21:53+00:00,0.0022
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T08:23:00+00:00,2025-01-05T17:02:00+00:00,8.65
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),2025-01-05T08:24:00+00:00,2025-01-05T08:58:00+00:00,0.5667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:24:52+00:00,2025-01-05T08:25:01+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:27:45+00:00,2025-01-05T08:27:54+00:00,0.0025
WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,2025-01-05T08:30:00+00:00,2025-01-05T09:00:00+00:00,0.5
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:30:32+00:00,2025-01-05T08:30:41+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:33:26+00:00,2025-01-05T08:33:35+00:00,0.0025
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-05T08:36:00+00:00,2025-01-05T08:38:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:36:26+00:00,2025-01-05T08:36:34+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:39:28+00:00,2025-01-05T08:39:36+00:00,0.0022
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-01-05T08:40:00+00:00,2025-01-05T09:14:00+00:00,0.5667
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-05T08:40:00+00:00,2025-01-05T08:46:00+00:00,0.1
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:42:37+00:00,2025-01-05T08:42:45+00:00,0.0022
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-01-05T08:45:00+00:00,2025-01-05T09:15:00+00:00,0.5
WXW00879,BRISTOL PORTWAY NEAR RAILWAY,RIVER AVON VIA SWS,2025-01-05T08:46:00+00:00,2025-01-05T08:58:00+00:00,0.2
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:46:02+00:00,2025-01-05T08:46:10+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:49:55+00:00,2025-01-05T08:50:03+00:00,0.0022
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-05T08:50:00+00:00,2025-01-05T08:52:00+00:00,0.0333
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-05T08:54:00+00:00,2025-01-05T08:58:00+00:00,0.0667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:54:02+00:00,2025-01-05T08:54:10+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T08:58:28+00:00,2025-01-05T08:58:36+00:00,0.0022
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-05T09:00:00+00:00,2025-01-05T09:02:00+00:00,0.0333
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-05T09:04:00+00:00,2025-01-05T09:08:00+00:00,0.0667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T09:04:06+00:00,2025-01-05T09:04:13+00:00,0.0019
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-05T09:10:00+00:00,2025-01-05T09:20:00+00:00,0.1667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T09:11:15+00:00,2025-01-05T09:11:22+00:00,0.0019
